Locus	Name	Definition	MolType	MolStruct	Taxonomy	DB_origin	Length	prophage	nb_prot	GC	nb_PhROGs	nb_Sing	nb_Paralog	Host name	Superkingdom	phylum	class	order	family	genus	species	Full taxo	Full taxo with lvl
KU686197	Synechococcus phage S-CAM3	Synechococcus phage S-CAM3 isolate 0808SB25, complete genome.	DNA	linear	Viruses; unclassified bacterial viruses	BACT_NUCCORE_ENPLUS	197843	undef	239	41.56	223	1	15	Synechococcus sp.	Bacteria	Cyanobacteria	unknown	Chroococcales	unknown	Synechococcus	Synechococcus sp.	1;131567;2;1117;1301283;1118;1129;1131	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Cyanobacteria|phylum;Oscillatoriophycideae|subclass;Chroococcales|order;Synechococcus|genus;Synechococcus sp.|species
KU686198	Synechococcus phage S-CAM3	Synechococcus phage S-CAM3 isolate 0910TB04, complete genome.	DNA	linear	Viruses; unclassified bacterial viruses	BACT_NUCCORE_ENPLUS	197800	undef	239	41.55	224	1	14	Synechococcus sp.	Bacteria	Cyanobacteria	unknown	Chroococcales	unknown	Synechococcus	Synechococcus sp.	1;131567;2;1117;1301283;1118;1129;1131	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Cyanobacteria|phylum;Oscillatoriophycideae|subclass;Chroococcales|order;Synechococcus|genus;Synechococcus sp.|species
KX349291	Cyanophage S-RIM44	Cyanophage S-RIM44 isolate ES_42_0910, complete genome.	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales	BACT_NUCCORE_ENPLUS	197629	undef	235	40.34	214	0	21	Synechococcus	Bacteria	Cyanobacteria	unknown	Chroococcales	unknown	Synechococcus	unknown	1;131567;2;1117;1301283;1118;1129	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Cyanobacteria|phylum;Oscillatoriophycideae|subclass;Chroococcales|order;Synechococcus|genus
KX349296	Cyanophage S-RIM44	Cyanophage S-RIM44 isolate Sn_13_0910, complete genome.	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales	BACT_NUCCORE_ENPLUS	197625	undef	235	40.32	214	0	21	Synechococcus	Bacteria	Cyanobacteria	unknown	Chroococcales	unknown	Synechococcus	unknown	1;131567;2;1117;1301283;1118;1129	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Cyanobacteria|phylum;Oscillatoriophycideae|subclass;Chroococcales|order;Synechococcus|genus
KU686192	Synechococcus phage S-CAM1	Synechococcus phage S-CAM1 isolate 0309SB33, complete genome.	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae	BACT_NUCCORE_ENPLUS	197539	undef	250	43.03	232	0	18	Synechococcus sp.	Bacteria	Cyanobacteria	unknown	Chroococcales	unknown	Synechococcus	Synechococcus sp.	1;131567;2;1117;1301283;1118;1129;1131	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Cyanobacteria|phylum;Oscillatoriophycideae|subclass;Chroococcales|order;Synechococcus|genus;Synechococcus sp.|species
KU686195	Synechococcus phage S-CAM1	Synechococcus phage S-CAM1 isolate 0810SB17, complete genome.	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae	BACT_NUCCORE_ENPLUS	197534	undef	250	43.03	231	1	18	Synechococcus sp.	Bacteria	Cyanobacteria	unknown	Chroococcales	unknown	Synechococcus	Synechococcus sp.	1;131567;2;1117;1301283;1118;1129;1131	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Cyanobacteria|phylum;Oscillatoriophycideae|subclass;Chroococcales|order;Synechococcus|genus;Synechococcus sp.|species
KU686193	Synechococcus phage S-CAM1	Synechococcus phage S-CAM1 isolate 0310NB17, complete genome.	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae	BACT_NUCCORE_ENPLUS	197533	undef	250	43.03	232	0	18	Synechococcus sp.	Bacteria	Cyanobacteria	unknown	Chroococcales	unknown	Synechococcus	Synechococcus sp.	1;131567;2;1117;1301283;1118;1129;1131	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Cyanobacteria|phylum;Oscillatoriophycideae|subclass;Chroococcales|order;Synechococcus|genus;Synechococcus sp.|species
KU686196	Synechococcus phage S-CAM1	Synechococcus phage S-CAM1 isolate 0910CC29, complete genome.	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae	BACT_NUCCORE_ENPLUS	197533	undef	250	43.04	232	0	18	Synechococcus sp.	Bacteria	Cyanobacteria	unknown	Chroococcales	unknown	Synechococcus	Synechococcus sp.	1;131567;2;1117;1301283;1118;1129;1131	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Cyanobacteria|phylum;Oscillatoriophycideae|subclass;Chroococcales|order;Synechococcus|genus;Synechococcus sp.|species
KX349294	Cyanophage S-RIM44	Cyanophage S-RIM44 isolate Np_42_0711, complete genome.	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales	BACT_NUCCORE_ENPLUS	197450	undef	235	40.36	214	0	21	Synechococcus	Bacteria	Cyanobacteria	unknown	Chroococcales	unknown	Synechococcus	unknown	1;131567;2;1117;1301283;1118;1129	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Cyanobacteria|phylum;Oscillatoriophycideae|subclass;Chroococcales|order;Synechococcus|genus
KU686194	Synechococcus phage S-CAM1	Synechococcus phage S-CAM1 isolate 0809CC03, complete genome.	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae	BACT_NUCCORE_ENPLUS	197263	undef	250	43.03	230	2	18	Synechococcus sp.	Bacteria	Cyanobacteria	unknown	Chroococcales	unknown	Synechococcus	Synechococcus sp.	1;131567;2;1117;1301283;1118;1129;1131	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Cyanobacteria|phylum;Oscillatoriophycideae|subclass;Chroococcales|order;Synechococcus|genus;Synechococcus sp.|species
KJ019091	Synechococcus phage ACG-2014f	Synechococcus phage ACG-2014f isolate Syn7803US26, complete genome.	DNA	circular	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; T4virus	BACT_NUCCORE_ENPLUS	196842	undef	258	41.53	243	0	15	Synechococcus	Bacteria	Cyanobacteria	unknown	Chroococcales	unknown	Synechococcus	unknown	1;131567;2;1117;1301283;1118;1129	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Cyanobacteria|phylum;Oscillatoriophycideae|subclass;Chroococcales|order;Synechococcus|genus
NC_006820	Synechococcus phage S-PM2	Synechococcus phage S-PM2, complete genome.	DNA	circular	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; T4virus	REFSEQ	196280	undef	244	37.82	163	68	13	Synechococcus sp.	Bacteria	Cyanobacteria	unknown	Chroococcales	unknown	Synechococcus	Synechococcus sp.	1;131567;2;1117;1301283;1118;1129;1131	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Cyanobacteria|phylum;Oscillatoriophycideae|subclass;Chroococcales|order;Synechococcus|genus;Synechococcus sp.|species
NC_013085	Synechococcus phage S-RSM4	Synechococcus phage S-RSM4, complete genome.	DNA	circular	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; T4virus	REFSEQ	194454	undef	237	41.12	197	23	17	Synechococcus	Bacteria	Cyanobacteria	unknown	Chroococcales	unknown	Synechococcus	unknown	1;131567;2;1117;1301283;1118;1129	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Cyanobacteria|phylum;Oscillatoriophycideae|subclass;Chroococcales|order;Synechococcus|genus
NC_031235	Cyanophage S-RIM32	Cyanophage S-RIM32 isolate RW_108_0702, complete genome.	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae	REFSEQ	194437	undef	230	39.86	198	18	14	Synechococcus sp.	Bacteria	Cyanobacteria	unknown	Chroococcales	unknown	Synechococcus	Synechococcus sp.	1;131567;2;1117;1301283;1118;1129;1131	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Cyanobacteria|phylum;Oscillatoriophycideae|subclass;Chroococcales|order;Synechococcus|genus;Synechococcus sp.|species
KX349297	Cyanophage S-RIM44	Cyanophage S-RIM44 isolate W2_10_0709, complete genome.	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales	BACT_NUCCORE_ENPLUS	193281	undef	231	40.63	216	0	15	Synechococcus	Bacteria	Cyanobacteria	unknown	Chroococcales	unknown	Synechococcus	unknown	1;131567;2;1117;1301283;1118;1129	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Cyanobacteria|phylum;Oscillatoriophycideae|subclass;Chroococcales|order;Synechococcus|genus
KX349292	Cyanophage S-RIM44	Cyanophage S-RIM44 isolate Np_05_0604, complete genome.	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales	BACT_NUCCORE_ENPLUS	193001	undef	230	40.63	215	0	15	Synechococcus	Bacteria	Cyanobacteria	unknown	Chroococcales	unknown	Synechococcus	unknown	1;131567;2;1117;1301283;1118;1129	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Cyanobacteria|phylum;Oscillatoriophycideae|subclass;Chroococcales|order;Synechococcus|genus
KU594607	Cyanophage S-RIM44	Cyanophage S-RIM44 isolate W2_07_0710, complete genome.	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales	PVOG	192999	undef	230	40.62	215	0	15	Synechococcus sp.	Bacteria	Cyanobacteria	unknown	Chroococcales	unknown	Synechococcus	Synechococcus sp.	1;131567;2;1117;1301283;1118;1129;1131	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Cyanobacteria|phylum;Oscillatoriophycideae|subclass;Chroococcales|order;Synechococcus|genus;Synechococcus sp.|species
KX349295	Cyanophage S-RIM44	Cyanophage S-RIM44 isolate Sn_08_0709, complete genome.	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales	BACT_NUCCORE_ENPLUS	192972	undef	230	40.61	215	0	15	Synechococcus	Bacteria	Cyanobacteria	unknown	Chroococcales	unknown	Synechococcus	unknown	1;131567;2;1117;1301283;1118;1129	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Cyanobacteria|phylum;Oscillatoriophycideae|subclass;Chroococcales|order;Synechococcus|genus
KJ019089	Synechococcus phage ACG-2014j	Synechococcus phage ACG-2014j isolate Syn7803US23, complete genome.	DNA	circular	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; T4virus	BACT_NUCCORE_ENPLUS	192117	undef	223	38.65	201	6	16	Synechococcus	Bacteria	Cyanobacteria	unknown	Chroococcales	unknown	Synechococcus	unknown	1;131567;2;1117;1301283;1118;1129	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Cyanobacteria|phylum;Oscillatoriophycideae|subclass;Chroococcales|order;Synechococcus|genus
NC_026926	Synechococcus phage ACG-2014j	Synechococcus phage ACG-2014j isolate Syn7803US103, complete	DNA	circular	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; T4virus	REFSEQ	192108	undef	230	38.56	214	0	16	Synechococcus	Bacteria	Cyanobacteria	unknown	Chroococcales	unknown	Synechococcus	unknown	1;131567;2;1117;1301283;1118;1129	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Cyanobacteria|phylum;Oscillatoriophycideae|subclass;Chroococcales|order;Synechococcus|genus
NC_031900	Synechococcus phage S-CAM4	Synechococcus phage S-CAM4 isolate 0809SB33, complete genome.	DNA	linear	Viruses; unclassified bacterial viruses	REFSEQ	191983	undef	238	38.58	222	0	16	Synechococcus sp.	Bacteria	Cyanobacteria	unknown	Chroococcales	unknown	Synechococcus	Synechococcus sp.	1;131567;2;1117;1301283;1118;1129;1131	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Cyanobacteria|phylum;Oscillatoriophycideae|subclass;Chroococcales|order;Synechococcus|genus;Synechococcus sp.|species
KU686200	Synechococcus phage S-CAM4	Synechococcus phage S-CAM4 isolate 0309CC44, complete genome.	DNA	linear	Viruses; unclassified bacterial viruses	BACT_NUCCORE_ENPLUS	191937	undef	238	38.57	223	0	15	Synechococcus sp.	Bacteria	Cyanobacteria	unknown	Chroococcales	unknown	Synechococcus	Synechococcus sp.	1;131567;2;1117;1301283;1118;1129;1131	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Cyanobacteria|phylum;Oscillatoriophycideae|subclass;Chroococcales|order;Synechococcus|genus;Synechococcus sp.|species
KU686202	Synechococcus phage S-CAM4	Synechococcus phage S-CAM4 isolate 1010NB23, complete genome.	DNA	linear	Viruses; unclassified bacterial viruses	BACT_NUCCORE_ENPLUS	191615	undef	237	38.58	223	0	14	Synechococcus sp.	Bacteria	Cyanobacteria	unknown	Chroococcales	unknown	Synechococcus	Synechococcus sp.	1;131567;2;1117;1301283;1118;1129;1131	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Cyanobacteria|phylum;Oscillatoriophycideae|subclass;Chroococcales|order;Synechococcus|genus;Synechococcus sp.|species
NC_015288	Prochlorococcus phage Syn1	Prochlorococcus phage Syn1, complete genome.	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales	REFSEQ	191195	undef	234	40.61	204	17	13	Synechococcus sp.	Bacteria	Cyanobacteria	unknown	Chroococcales	unknown	Synechococcus	Synechococcus sp.	1;131567;2;1117;1301283;1118;1129;1131	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Cyanobacteria|phylum;Oscillatoriophycideae|subclass;Chroococcales|order;Synechococcus|genus;Synechococcus sp.|species
NC_015279	Synechococcus phage S-SM2	Synechococcus phage S-SM2, complete genome.	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae	REFSEQ	190789	undef	267	40.42	207	46	14	Synechococcus sp.	Bacteria	Cyanobacteria	unknown	Chroococcales	unknown	Synechococcus	Synechococcus sp.	1;131567;2;1117;1301283;1118;1129;1131	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Cyanobacteria|phylum;Oscillatoriophycideae|subclass;Chroococcales|order;Synechococcus|genus;Synechococcus sp.|species
NC_027132	Synechococcus phage ACG-2014i	Synechococcus phage ACG-2014i isolate Syn7803US120, complete	DNA	circular	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; T4virus	REFSEQ	190768	undef	212	39	198	3	11	Synechococcus	Bacteria	Cyanobacteria	unknown	Chroococcales	unknown	Synechococcus	unknown	1;131567;2;1117;1301283;1118;1129	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Cyanobacteria|phylum;Oscillatoriophycideae|subclass;Chroococcales|order;Synechococcus|genus
NC_026928	Synechococcus phage ACG-2014e	Synechococcus phage ACG-2014e isolate Syn7803C2, complete genome.	DNA	circular	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; T4virus	REFSEQ	189418	undef	213	38.93	203	0	10	Synechococcus	Bacteria	Cyanobacteria	unknown	Chroococcales	unknown	Synechococcus	unknown	1;131567;2;1117;1301283;1118;1129	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Cyanobacteria|phylum;Oscillatoriophycideae|subclass;Chroococcales|order;Synechococcus|genus
NC_023587	Synechococcus phage ACG-2014h	Synechococcus phage S-MbCM7, complete genome.	DNA	circular	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; T4virus	REFSEQ	189311	undef	221	40.49	186	17	18	Synechococcus sp.	Bacteria	Cyanobacteria	unknown	Chroococcales	unknown	Synechococcus	Synechococcus sp.	1;131567;2;1117;1301283;1118;1129;1131	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Cyanobacteria|phylum;Oscillatoriophycideae|subclass;Chroococcales|order;Synechococcus|genus;Synechococcus sp.|species
NC_031935	Synechococcus phage S-WAM2	Synechococcus phage S-WAM2 isolate 0810PA29, complete genome.	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae	REFSEQ	186386	undef	229	41.32	193	17	19	Synechococcus sp.	Bacteria	Cyanobacteria	unknown	Chroococcales	unknown	Synechococcus	Synechococcus sp.	1;131567;2;1117;1301283;1118;1129;1131	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Cyanobacteria|phylum;Oscillatoriophycideae|subclass;Chroococcales|order;Synechococcus|genus;Synechococcus sp.|species
NC_007581	Clostridium phage c-st	Clostridium phage c-st, complete genome.	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae	REFSEQ	185683	undef	198	26.28	132	49	17	Clostridium botulinum	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium botulinum	1;131567;2;1239;186801;186802;31979;1485;1491	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Firmicutes|phylum;Clostridia|class;Clostridiales|order;Clostridiaceae|family;Clostridium|genus;Clostridium botulinum|species
NC_031944	Synechococcus phage S-WAM1	Synechococcus phage S-WAM1 isolate 0810PA09, complete genome.	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae	REFSEQ	185102	undef	221	44.65	171	31	19	Synechococcus sp.	Bacteria	Cyanobacteria	unknown	Chroococcales	unknown	Synechococcus	Synechococcus sp.	1;131567;2;1117;1301283;1118;1129;1131	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Cyanobacteria|phylum;Oscillatoriophycideae|subclass;Chroococcales|order;Synechococcus|genus;Synechococcus sp.|species
NC_020875	Synechococcus phage S-SSM4	Cyanophage S-SSM4 genomic sequence.	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae	REFSEQ	182801	undef	220	39.39	192	12	16	Synechococcus sp.	Bacteria	Cyanobacteria	unknown	Chroococcales	unknown	Synechococcus	Synechococcus sp.	1;131567;2;1117;1301283;1118;1129;1131	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Cyanobacteria|phylum;Oscillatoriophycideae|subclass;Chroococcales|order;Synechococcus|genus;Synechococcus sp.|species
KX349303	Cyanophage S-RIM14	Cyanophage S-RIM14 isolate Sn_11_0110, complete genome.	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae	BACT_NUCCORE_ENPLUS	180780	undef	220	41.08	207	0	13	Synechococcus	Bacteria	Cyanobacteria	unknown	Chroococcales	unknown	Synechococcus	unknown	1;131567;2;1117;1301283;1118;1129	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Cyanobacteria|phylum;Oscillatoriophycideae|subclass;Chroococcales|order;Synechococcus|genus
KX349306	Cyanophage S-RIM14	Cyanophage S-RIM14 isolate W1_23_0910, complete genome.	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae	BACT_NUCCORE_ENPLUS	180111	undef	217	41.1	205	0	12	Synechococcus	Bacteria	Cyanobacteria	unknown	Chroococcales	unknown	Synechococcus	unknown	1;131567;2;1117;1301283;1118;1129	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Cyanobacteria|phylum;Oscillatoriophycideae|subclass;Chroococcales|order;Synechococcus|genus
KX349300	Cyanophage S-RIM14	Cyanophage S-RIM14 isolate Np_11_1211, complete genome.	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae	BACT_NUCCORE_ENPLUS	179565	undef	216	41.1	204	0	12	Synechococcus	Bacteria	Cyanobacteria	unknown	Chroococcales	unknown	Synechococcus	unknown	1;131567;2;1117;1301283;1118;1129	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Cyanobacteria|phylum;Oscillatoriophycideae|subclass;Chroococcales|order;Synechococcus|genus
NC_015281	Synechococcus phage S-ShM2	Synechococcus phage S-ShM2, complete genome.	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae	REFSEQ	179563	undef	230	41.1	192	27	11	Synechococcus sp.	Bacteria	Cyanobacteria	unknown	Chroococcales	unknown	Synechococcus	Synechococcus sp.	1;131567;2;1117;1301283;1118;1129;1131	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Cyanobacteria|phylum;Oscillatoriophycideae|subclass;Chroococcales|order;Synechococcus|genus;Synechococcus sp.|species
KX349304	Cyanophage S-RIM14	Cyanophage S-RIM14 isolate Sn_18_0910, complete genome.	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae	BACT_NUCCORE_ENPLUS	179560	undef	216	41.09	204	0	12	Synechococcus	Bacteria	Cyanobacteria	unknown	Chroococcales	unknown	Synechococcus	unknown	1;131567;2;1117;1301283;1118;1129	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Cyanobacteria|phylum;Oscillatoriophycideae|subclass;Chroococcales|order;Synechococcus|genus
KX349305	Cyanophage S-RIM14	Cyanophage S-RIM14 isolate Sn_23_0910, complete genome.	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae	BACT_NUCCORE_ENPLUS	179559	undef	216	41.11	204	0	12	Synechococcus	Bacteria	Cyanobacteria	unknown	Chroococcales	unknown	Synechococcus	unknown	1;131567;2;1117;1301283;1118;1129	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Cyanobacteria|phylum;Oscillatoriophycideae|subclass;Chroococcales|order;Synechococcus|genus
KX349298	Cyanophage S-RIM14	Cyanophage S-RIM14 isolate LIS_02_1110, complete genome.	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae	BACT_NUCCORE_ENPLUS	179558	undef	216	41.09	204	0	12	Synechococcus	Bacteria	Cyanobacteria	unknown	Chroococcales	unknown	Synechococcus	unknown	1;131567;2;1117;1301283;1118;1129	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Cyanobacteria|phylum;Oscillatoriophycideae|subclass;Chroococcales|order;Synechococcus|genus
